Batch No,StartDate,FinishDate,Product,Para 1,Para 2,Para 3,Para 4,Para 5,Para 6,Para 7,Para 8,Para 9,Para 10,Para 11,Para 12,Para 13,Parameter Names
Batch780,23-Mar-09,31-Mar-09,RVM,14.39066121,5.539049842,0.919552504,3884.300501,0.257394724,80.8,78,6.3,90.27,7.29,37.5,171.06,6.41,
Batch781,23-Mar-09,31-Mar-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch782,23-Mar-09,31-Mar-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch785,30-Mar-09,07-Apr-09,RVM,8.271683854,1.86801345,0.738500136,3216.8755,0.324996906,64,65,4.16,57.67,3.69,21.5,182.36,3.92,
Batch786,30-Mar-09,07-Apr-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch788,06-Apr-09,14-Apr-09,RVM,8.512286445,2.143384737,0.955351098,4189.545996,0.313590992,75.6,79,5.97,84.09,6.36,32.2,174.52,5.62,
Batch790,06-Apr-09,14-Apr-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch791,06-Apr-09,14-Apr-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch793,13-Apr-09,21-Apr-09,RVM,11.39813062,1.466095777,0.711563792,7222.895378,0.372542929,92.8,64,5.94,59.12,5.49,27.7,200.81,5.56,
Batch795,13-Apr-09,21-Apr-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch797,20-Apr-09,28-Apr-09,RVM,8.265372986,2.319092641,0.728790015,4924.421806,0.302123651,86.8,50,4.34,64.83,5.63,28.6,197.23,5.64,
Batch799,20-Apr-09,28-Apr-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch801,27-Apr-09,05-May-09,RVM,10.8707711,3.451957059,0.750814039,4859.925432,0.335494292,82.9,92,7.63,98.28,8.15,40.9,180.71,7.39,
Batch803,27-Apr-09,05-May-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch804,27-Apr-09,05-May-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch806,04-May-09,12-May-09,RVM,8.195234,1.902424395,0.876875628,2621.803657,0.309326637,76.9,49,3.77,46.45,3.57,18.7,203.93,3.81,
Batch808,04-May-09,12-May-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch810,11-May-09,19-May-09,RVM,8.139971791,3.929802698,0.695312388,3657.648825,0.257961711,83.7,58,4.85,56.95,4.77,24.2,195.47,4.73,
Batch812,11-May-09,19-May-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch815,18-May-09,26-May-09,RVM,13.75792046,4.878523239,0.894590937,3058.151586,0.370851991,70.2,64,4.49,73.28,5.14,25.8,178.81,4.61,
Batch816,18-May-09,26-May-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch819,25-May-09,02-Jun-09,RVM,11.49732837,3.484502506,0.777271748,3471.640498,0.241954985,73.8,53,3.91,55.02,4.06,20.4,198,4.04,
Batch820,25-May-09,02-Jun-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch823,01-Jun-09,09-Jun-09,RVM,15.3088443,2.666752499,0.921421737,6321.614393,0.248262814,76.2,82,6.25,82.82,6.31,31.9,188,6,
Batch824,01-Jun-09,09-Jun-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch825,01-Jun-09,09-Jun-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch828,08-Jun-09,16-Jun-09,RVM,9.691473945,2.551752244,0.836431032,4506.595452,0.342019262,60.7,84,5.1,72.44,4.4,22.7,220.57,5.01,
Batch829,08-Jun-09,16-Jun-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch832,15-Jun-09,23-Jun-09,RVM,12.02658143,2.717883628,0.670546687,4255.945311,0.319349086,71.9,74,5.32,71.85,5.17,26.1,199.85,5.22,
Batch833,15-Jun-09,23-Jun-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch836,22-Jun-09,30-Jun-09,RVM,10.90421471,3.04111632,0.477018963,5963.528421,0.272134664,82.3,57,4.69,57.4,4.72,23.8,171.15,4.07,
Batch837,22-Jun-09,30-Jun-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch840,29-Jun-09,07-Jul-09,RVM,15.19611079,4.535098009,0.887726667,3168.64943,0.341571003,71.3,59,4.21,69.66,4.97,25.1,192.21,4.82,
Batch841,29-Jun-09,07-Jul-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch844,06-Jul-09,14-Jul-09,RVM,11.32983809,5.446530144,0.515363141,4592.814597,0.320684621,93.7,66,6.18,74.97,7.02,35.6,185.14,6.59,
Batch845,06-Jul-09,14-Jul-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch846,06-Jul-09,14-Jul-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch849,13-Jul-09,21-Jul-09,RVM,8.554997436,2.795618375,0.701465318,7486.820115,0.472851918,100,72,7.2,76.71,7.67,40.2,183.89,7.39,
Batch850,13-Jul-09,21-Jul-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch851,13-Jul-09,21-Jul-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch854,20-Jul-09,28-Jul-09,RVM,15.9777498,3.119449133,0.90243872,5777.280426,0.539307226,82.2,98,8.06,74.56,6.13,31.3,200.25,6.27,
Batch855,20-Jul-09,28-Jul-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch856,20-Jul-09,28-Jul-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch859,27-Jul-09,04-Aug-09,RVM,11.05606689,4.092401515,0.844013755,4689.991884,0.414057694,84.7,108,9.15,87.4,7.4,36.7,212.74,7.81,
Batch860,27-Jul-09,04-Aug-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch861,27-Jul-09,04-Aug-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch865,31-Aug-09,08-Sep-09,RVM,15.47672722,1.427893656,0.628882006,5876.407632,0.416307273,109.5,72,7.88,48.5,5.31,26.6,216.36,5.76,
Batch866,31-Aug-09,08-Sep-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch869,07-Sep-09,15-Sep-09,RVM,10.07723133,4.20926799,0.956303167,8239.220902,0.64749691,87.8,109,9.57,85.09,7.47,37.2,196.07,7.29,
Batch870,07-Sep-09,15-Sep-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch871,07-Sep-09,15-Sep-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch874,14-Sep-09,22-Sep-09,RVM,11.04645536,2.413600695,0.509678228,4409.4029,0.229392077,59,70,4.13,54.62,3.22,16.4,189.7,3.11,
Batch875,14-Sep-09,22-Sep-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch878,21-Sep-09,29-Sep-09,RVM,13.96141739,1.755367915,0.50044468,5889.796976,0.393414471,64.2,88,5.65,71.96,4.62,23.4,213.65,5,
Batch879,21-Sep-09,29-Sep-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch882,28-Sep-09,06-Oct-09,RVM,14.5853195,1.912037615,0.68204048,3095.146052,0.356501637,72.6,68,4.94,75.58,5.49,28.2,198.9,5.61,
Batch883,28-Sep-09,06-Oct-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch886,05-Oct-09,13-Oct-09,RVM,13.75606146,3.010333238,0.891847718,9710.165175,0.451300686,72.7,122,8.87,97.63,7.1,36.1,197.23,7.12,
Batch887,05-Oct-09,13-Oct-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch888,05-Oct-09,13-Oct-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch891,12-Oct-09,20-Oct-09,RVM,14.85499847,4.4515926,0.715400385,5034.049643,0.295937808,94.6,56,5.3,82.35,7.79,39,179.01,6.98,
Batch892,12-Oct-09,20-Oct-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch893,12-Oct-09,20-Oct-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch896,19-Oct-09,27-Oct-09,RVM,12.06435405,4.507784609,0.855063351,4305.246461,0.334159337,83.6,67,5.6,69.58,5.82,29.2,195.92,5.72,
Batch897,19-Oct-09,27-Oct-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch900,26-Oct-09,03-Nov-09,RVM,13.10784404,2.685772187,0.698775317,4595.221898,0.476214984,96.7,47,4.54,59.54,5.76,29.3,187.44,5.49,
Batch901,26-Oct-09,03-Nov-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch904,02-Nov-09,10-Nov-09,RVM,15.23537131,3.782277225,0.783451385,3918.378831,0.376830758,64,75,4.8,77.13,4.94,25,205.32,5.13,
Batch905,02-Nov-09,10-Nov-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch908,09-Nov-09,17-Nov-09,RVM,14.06518023,4.059539524,0.731372977,6801.340913,0.416625215,69.6,54,3.76,65.39,4.55,22.7,197.41,4.48,
Batch909,09-Nov-09,17-Nov-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch912,16-Nov-09,24-Nov-09,RVM,10.60680174,3.965736536,0.601742395,7703.441575,0.495314158,70.9,91,6.45,100.67,7.14,36.7,171.9,6.31,
Batch913,16-Nov-09,24-Nov-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch914,16-Nov-09,24-Nov-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch917,23-Nov-09,01-Dec-09,RVM,13.43789315,3.498751204,0.67268064,6113.807881,0.509243642,73.1,107.23,7.84,79.78,5.83,29.2,178.52,5.21,
Batch918,23-Nov-09,01-Dec-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch921,01-Dec-09,08-Dec-09,RVM,11.05706106,4.400805891,0.56187244,7303.665932,0.414887572,62.3,138.56,8.63,91.93,5.73,28.8,215.69,6.21,
Batch922,01-Dec-09,08-Dec-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch924,07-Dec-09,15-Dec-09,RVM,18.10369904,3.974098802,0.885997421,6983.381343,0.449622704,63.1,99.485,6.28,79.5,5.02,25.9,178.94,4.63,
Batch926,07-Dec-09,15-Dec-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch928,14-Dec-09,22-Dec-09,RVM,10.11762499,5.993871505,0.770599902,8193.51806,0.485780003,71.9,106.4,7.65,84.75,6.09,28.4,212.73,6.04,
Batch930,14-Dec-09,22-Dec-09,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch933,11-Jan-10,19-Jan-10,RVM,10.78127601,4.07061048,0.950999371,4971.216271,0.301235637,60.9,70.508,4.29,76.16,4.64,23.4,200.34,4.69,
Batch934,11-Jan-10,19-Jan-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch937,18-Jan-10,26-Jan-10,RVM,16.28625849,4.020950267,0.636227084,2597.372835,0.127908427,55.9,48.35,2.7,52.85,2.95,14.6,187.07,2.73,
Batch940,25-Jan-10,02-Feb-10,RVM,12.17167455,3.795401102,0.919107407,1372.566954,0.120727942,66,35.897,2.37,39.97,2.64,13.8,190.36,2.63,
Batch943,01-Feb-10,09-Feb-10,RVM,14.15923126,4.373150859,0.670117555,4747.630601,0.214259744,66.4,83.883,5.57,76.91,5.11,26.3,201.74,5.31,
Batch944,01-Feb-10,09-Feb-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch947,08-Feb-10,16-Feb-10,RVM,12.3161475,3.37431193,0.762999534,4033.14151,0.317071459,66.4,61.127,4.06,66.48,4.41,23,190.57,4.38,
Batch948,08-Feb-10,16-Feb-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch951,15-Feb-10,23-Feb-10,RVM,79.56095698,16.18146953,0.689021487,3607.599602,0.326538511,69.1,55.427,3.83,84.86,5.86,29.1,183.65,5.34,
Batch952,15-Feb-10,23-Feb-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch955,22-Feb-10,02-Mar-10,RVM,80.24212871,21.51135444,0.675680121,3999.233648,0.380659017,76.2,52.524,4,60.37,4.6,22.9,198.45,4.54,
Batch956,22-Feb-10,02-Mar-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch958,01-Mar-10,09-Mar-10,RVM,81.35213203,14.19959455,0.537211688,4457.049439,0.475748011,58.6,89.379,5.24,71.91,4.21,21.2,190.04,4.03,
Batch960,01-Mar-10,09-Mar-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch963,08-Mar-10,16-Mar-10,RVM,70.25583649,15.02813757,0.680245672,3353.453965,0.296239779,81.5,52.046,4.24,40.64,3.31,16.7,186.39,3.11,
Batch964,08-Mar-10,16-Mar-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch967,15-Mar-10,23-Mar-10,RVM,54.17573086,23.83576411,0.65147348,2299.94452,0.156395513,56.5,55.052,3.11,63.05,3.56,18.1,200.23,3.62,
Batch968,15-Mar-10,23-Mar-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch971,22-Mar-10,30-Mar-10,RVM,71.24189687,11.28328692,0.527730526,4489.141616,0.49818707,64.7,74.043,4.79,60.2,3.89,19.4,187.31,3.63,
Batch972,22-Mar-10,30-Mar-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch975,29-Mar-10,06-Apr-10,RVM,52.20427072,15.54343993,0.850902904,6467.890683,0.558242107,66,131.31,8.67,72.6,4.79,24.3,185.57,4.51,
Batch976,29-Mar-10,06-Apr-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch979,05-Apr-10,13-Apr-10,RVM,60.09886719,10.88824723,0.756895306,2481.598148,0.217250504,56.7,37.44,2.12,45.64,2.59,13.2,203.95,2.69,
Batch982,12-Apr-10,20-Apr-10,RVM,89.27562221,10.79692564,0.892367762,2060.393115,0.214143911,61.5,59.409,3.65,54.98,3.38,17,196.28,3.34,
Batch983,12-Apr-10,20-Apr-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch986,19-Apr-10,27-Apr-10,RVM,54.71012071,15.83240208,0.669294281,3836.80415,0.261860987,63.5,51.236,3.25,50.55,3.21,16.1,216.87,3.49,
Batch987,19-Apr-10,27-Apr-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch990,26-Apr-10,04-May-10,RVM,62.50275339,10.0431995,0.514786833,4013.943556,0.225287941,64.5,43.586,2.81,56.73,3.66,18.1,210.71,3.81,
Batch991,26-Apr-10,04-May-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch994,03-May-10,11-May-10,RVM,90.82745464,15.2967165,0.641846668,2663.344822,0.322820789,64.7,53.042,3.43,63.05,4.08,20,182.3,3.65,
Batch995,03-May-10,11-May-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch997,10-May-10,18-May-10,RVM,93.54524578,18.87307022,0.910830421,1468.28559,0.115218374,51.3,36.475,1.87,44.7,2.29,11.8,185.42,2.19,
Batch1000,17-May-10,25-May-10,RVM,80.52434767,15.06265672,0.561187951,4067.147696,0.261094985,46.8,68.546,3.21,83.55,3.91,19.7,183.69,3.62,
Batch1001,17-May-10,25-May-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1002,24-May-10,01-Jun-10,RVM,57.94477726,8.024808163,0.633113075,2014.287075,0.16468535,47.2,40.22,1.9,60.8,2.87,14.6,132.66,1.94,
Batch1005,31-May-10,08-Jun-10,RVM,77.913727,7.237861146,0.786810848,1686.854541,0.179960151,53.8,51.282,2.76,47.81,2.57,13.4,213.21,2.86,
Batch1008,07-Jun-10,15-Jun-10,RVM,92.34077978,9.239363115,0.706141144,1492.661886,0.094031097,47.3,47.543,2.25,53.62,2.54,13.1,193.58,2.54,
Batch1011,14-Jun-10,22-Jun-10,RVM,61.25409791,15.32699067,0.796395518,1335.478684,0.121548584,58.8,40.426,2.38,46.22,2.72,13.8,196.05,2.71,
Batch1014,21-Jun-10,29-Jun-10,RVM,72.28491452,10.25386452,0.898957889,2869.464019,0.24050101,73.1,76.124,5.56,47.96,3.51,17.9,174.65,3.13,
Batch1016,21-Jun-10,29-Jun-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1018,28-Jun-10,06-Jul-10,RVM,54.35982534,10.73036996,0.886696824,3517.784612,0.241656874,63.1,66.902,4.22,51.44,3.25,16.6,175.76,2.92,
Batch1020,28-Jun-10,06-Jul-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1022,05-Jul-10,13-Jul-10,RVM,58.53301903,8.667650217,0.96068574,4843.708937,0.377032079,67,69.497,4.66,75.47,5.06,25.2,196.8,4.96,
Batch1024,05-Jul-10,13-Jul-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1026,12-Jul-10,20-Jul-10,RVM,95.53321903,5.907722338,0.537486141,1980.574928,0.153056464,64,24.588,1.57,31.16,1.99,10.4,175.17,1.82,
Batch1029,19-Jul-10,27-Jul-10,RVM,90.40244789,12.18810903,0.951488324,3617.527326,0.274349971,58.4,83.766,4.89,82.46,4.82,24.9,179.68,4.47,
Batch1031,19-Jul-10,27-Jul-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1033,26-Jul-10,03-Aug-10,RVM,72.41314372,9.421684045,0.723527928,2724.512581,0.258308497,56.7,77.403,4.39,75.28,4.27,21.5,193.94,4.17,
Batch1035,26-Jul-10,03-Aug-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1037,02-Aug-10,10-Aug-10,RVM,85.70211923,16.6336688,0.733389031,3259.744921,0.237804208,55.4,61.287,3.4,58.6,3.25,16.5,199.62,3.29,
Batch1039,02-Aug-10,10-Aug-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1041,09-Aug-10,17-Aug-10,RVM,83.12021891,13.23386053,0.738038376,3555.969168,0.237787434,58.1,59.643,3.47,79.51,4.62,22.9,197.48,4.52,
Batch1043,09-Aug-10,17-Aug-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1047,13-Sep-10,21-Sep-10,RVM,74.63280857,9.109477147,0.665188378,3021.401302,0.175668818,53.6,50.622,2.71,39.56,2.12,11.4,228.27,2.6,
Batch1049,20-Sep-10,28-Sep-10,RVM,59.10018232,12.40384951,0.901207124,3007.859042,0.179963306,56.5,65.188,3.68,46.23,2.61,13.5,217.18,2.93,
Batch1053,27-Sep-10,05-Oct-10,RVM,52.75897706,7.636956292,0.606625481,1484.971091,0.120564255,56.9,25.371,1.44,38.14,2.17,11.3,182.02,2.06,
Batch1056,04-Oct-10,12-Oct-10,RVM,56.36141648,7.097699495,0.480309297,1620.235315,0.108851571,52.2,48.081,2.51,34.07,1.78,9.1,228.83,2.08,
Batch1059,11-Oct-10,19-Oct-10,RVM,99.68244892,6.689181501,0.507310445,1324.085769,0.143698489,53.4,30.62,1.64,32.19,1.72,8.9,204.06,1.82,
Batch1062,18-Oct-10,26-Oct-10,RVM,84.64303453,5.018507829,0.624036991,651.1322159,0.074512969,52.1,14.481,0.75,18.13,0.94,5.1,189.03,0.96,
Batch1063,20-Oct-10,28-Oct-10,RVM,65.1894087,9.421203251,0.775893586,936.0617107,0.123152292,51.9,27.777,1.44,27.77,1.44,7.6,200.67,1.53,
Batch1066,25-Oct-10,02-Nov-10,RVM,52.5899863,8.700181938,0.50366909,3000.674129,0.197872274,63.3,67.879,4.3,68.39,4.33,21.7,199.56,4.33,
Batch1067,25-Oct-10,02-Nov-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1070,01-Nov-10,09-Nov-10,RVM,57.30788943,6.021039692,0.829091268,4124.989056,0.284804757,66.6,53.437,3.56,48.27,3.21,16.5,203.28,3.35,
Batch1071,01-Nov-10,09-Nov-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1074,08-Nov-10,16-Nov-10,RVM,96.14022389,13.68160796,0.886889077,5492.215247,0.452619468,62.4,75.216,4.69,62.46,3.9,19.4,207.51,4.03,
Batch1075,08-Nov-10,16-Nov-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1078,15-Nov-10,23-Nov-10,RVM,78.54864162,11.48092701,0.874913165,4163.240488,0.357298599,57.9,69.758,4.04,59.76,3.46,18,183.58,3.3,
Batch1079,15-Nov-10,23-Nov-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1082,22-Nov-10,30-Nov-10,RVM,57.0139703,16.16524356,0.811501025,3420.61551,0.25883765,70.4,45.784,3.22,70.88,4.99,24.6,196,4.82,
Batch1083,22-Nov-10,30-Nov-10,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1086,29-Nov-10,07-Dec-10,RVM,55.03336753,9.013558513,0.775538862,1440.805483,0.094874421,41.9,32.104,1.35,27.13,1.14,6.5,217.02,1.41,
Batch1089,06-Dec-10,14-Dec-10,RVM,59.33291965,7.082812154,0.743265875,4712.686247,0.315194049,61.4,60.639,3.72,44.64,2.74,14.5,232.37,3.37,
Batch1092,13-Dec-10,21-Dec-10,RVM,62.82266063,9.505766644,0.739929827,750.9871086,0.091894135,46.3,33.894,1.57,22.78,1.05,5.6,168.76,0.95,
Batch1095,10-Jan-11,18-Jan-11,RVM,51.15995066,12.32386158,0.948412954,6831.275387,0.553095595,66.6,98.613,6.57,67.79,4.51,22.5,199.07,4.48,
Batch1096,10-Jan-11,18-Jan-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1098,17-Jan-11,25-Jan-11,RVM,96.81270927,10.80628885,0.574671525,3323.00767,0.21168199,54.1,55.835,3.02,47.91,2.59,13.2,211.37,2.79,
Batch1101,21-Jan-11,01-Feb-11,RVM,74.33256366,7.033735177,0.747656454,3387.350108,0.311072369,59.2,153.77,9.1,72.77,4.31,21.9,191.74,4.2,
Batch1102,21-Jan-11,01-Feb-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1105,31-Jan-11,08-Feb-11,RVM,54.56423668,10.41470559,0.721486325,3624.427463,0.326295341,66.9,81.604,5.46,72,4.82,24.1,204.42,4.93,
Batch1107,31-Jan-11,08-Feb-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1110,07-Feb-11,15-Feb-11,RVM,98.59948344,10.77594388,0.700421923,2194.615609,0.27880131,61.4,44.72,2.75,49.15,3.02,14.8,202.96,3,
Batch1113,14-Feb-11,22-Feb-11,RVM,94.16664293,6.741361285,0.688737927,3631.344183,0.178157561,54.9,67.952,3.73,54.75,3.01,14.3,208.42,2.98,
Batch1116,21-Feb-11,01-Mar-11,RVM,50.95400249,6.495909917,0.348158498,3050.067083,0.159399122,55.2,49.077,2.71,33.11,1.83,9.2,221.8,2.04,
Batch1119,28-Feb-11,08-Mar-11,RVM,55.37570554,9.192206994,0.753257161,2869.486816,0.23196657,57.4,48.801,2.8,53.73,3.08,14.7,219.23,3.22,
Batch1122,07-Mar-11,15-Mar-11,RVM,75.62117698,12.19521073,0.4386485,2557.11061,0.1941833,51.3,40.871,2.1,36.96,1.9,10.1,205.88,2.08,
Batch1125,14-Mar-11,22-Mar-11,RVM,60.25530117,9.120381985,0.689204551,3137.397575,0.180486061,54.9,41.733,2.29,49.22,2.7,13.8,203.67,2.81,
Batch1128,21-Mar-11,29-Mar-11,RVM,52.67346633,6.320380967,0.511899522,1345.581896,0.07842045,42.9,21.338,0.92,18.24,0.78,4.4,203.44,0.9,
Batch1131,28-Mar-11,05-Apr-11,RVM,52.60413055,12.92169824,0.647771494,2145.916752,0.180386713,47.6,39.437,1.88,35.99,1.71,9.3,180.63,1.68,
Batch1134,04-Apr-11,12-Apr-11,RVM,65.60347737,6.492301234,0.682938562,1384.012047,0.061635425,44.6,31.155,1.39,27.8,1.24,6.8,172.48,1.17,
Batch1135,06-Apr-11,14-Apr-11,RVM,50.1161002,9.681997142,0.771425685,3260.115399,0.143312377,48.6,71.129,3.46,58.63,2.85,14.6,223.86,3.27,
Batch1138,11-Apr-11,19-Apr-11,RVM,62.03402537,8.325342479,0.789419879,8141.165692,0.465687037,74.8,120.2,8.99,83.32,6.23,30.8,186.48,5.74,
Batch1139,11-Apr-11,19-Apr-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1140,11-Apr-11,19-Apr-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1143,18-Apr-11,26-Apr-11,RVM,17.69382166,2.268116119,0.738854029,5387.233606,0.296508822,67.9,98.539,6.69,73.81,5.01,25.3,184.65,4.67,
Batch1144,18-Apr-11,26-Apr-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1147,25-Apr-11,03-May-11,RVM,92.16898621,15.90971368,0.610805809,6339.638033,0.510632955,72.4,117.6,8.51,100.14,7.25,36.6,201,7.36,
Batch1148,25-Apr-11,03-May-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1149,25-Apr-11,03-May-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1152,02-May-11,10-May-11,RVM,10.76473039,0.859671775,0.604279831,4098.876464,0.269517635,54.9,111.32,6.11,55.28,3.03,14.7,197.56,2.9,
Batch1155,09-May-11,17-May-11,RVM,24.74595684,4.104045509,0.415968698,16753.06761,0.591225817,89.5,68.924,6.17,59.06,5.29,26.8,189.3,5.07,
Batch1156,09-May-11,17-May-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1159,16-May-11,24-May-11,RVM,72.44959698,8.995953681,0.687454247,2102.340665,0.243003079,70.2,46.378,3.26,44.51,3.12,15.5,204.69,3.17,
Batch1162,23-May-11,31-May-11,RVM,10.81187781,2.780798097,0.651660294,4657.633185,0.22807315,59.7,98.448,5.88,102.87,6.14,30,201.16,6.03,
Batch1163,23-May-11,31-May-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1166,30-May-11,07-Jun-11,RVM,13.78259016,1.723797713,0.451409353,3028.484227,0.180902908,50.8,73.564,3.74,63.78,3.24,16.4,221.96,3.64,
Batch1167,30-May-11,07-Jun-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1170,06-Jun-11,14-Jun-11,RVM,2.788145962,0.485819809,0.727814978,4617.607066,0.339312903,66.3,75.486,5,65.16,4.32,21.7,207.55,4.5,
Batch1171,06-Jun-11,14-Jun-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1174,13-Jun-11,21-Jun-11,RVM,18.00947781,3.527835927,0.608182398,5072.631672,0.235760622,50,59.22,2.96,52.62,2.63,13.5,191.38,2.58,
Batch1177,20-Jun-11,28-Jun-11,RVM,26.62073151,2.911254506,0.442269785,5902.32885,0.359984156,64.1,123.38,7.91,86.54,5.55,28.5,170.71,4.87,
Batch1178,20-Jun-11,28-Jun-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1181,27-Jun-11,05-Jul-11,RVM,32.39665985,3.614932293,0.505847949,6010.127137,0.4310185,70.7,72.347,5.11,44.7,3.16,14.2,234.18,3.33,
Batch1184,04-Jul-11,12-Jul-11,RVM,3.196594588,0.512868318,0.59982436,7051.644051,0.35008674,72.8,88.837,6.47,72.35,5.27,26.8,198.41,5.32,
Batch1185,04-Jul-11,12-Jul-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1188,11-Jul-11,19-Jul-11,RVM,64.08908474,13.32210364,0.695017998,6375.392783,0.398635609,68.5,122.22,8.37,67.12,4.6,23,180.74,4.16,
Batch1189,11-Jul-11,19-Jul-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1192,18-Jul-11,26-Jul-11,RVM,61.9569839,12.76538004,0.471514684,2599.544852,0.158337217,56.3,54.677,3.08,36.76,2.07,10.4,198.07,2.06,
Batch1195,25-Jul-11,02-Aug-11,RVM,99.09252806,8.188892648,0.76751425,3504.69639,0.139530235,58.5,72.122,4.22,74,4.33,21.5,172.48,3.71,
Batch1196,25-Jul-11,02-Aug-11,RVM,,,,,,.,.,.,.,.,.,.,.,
